year,runtime,director_count,star_count,rating_class
2021,101,1,1,1
2003,90,3,2,2
2011,143,3,1,3
2009,90,2,12,1
2016,99,8,3,2
2010,109,1,1,3
2017,86,1,6,1
2009,89,1,2,2
2022,85,3,1,1
2011,111,1,1,2
2018,93,2,1,2
2015,105,1,12,2
2013,120,3,2,3
2005,98,1,2,2
2018,76,1,6,1
2015,93,1,1,1
2015,88,1,1,1
2021,87,1,1,0
2019,110,1,1,1
2010,89,2,1,3
2010,121,2,2,2
2021,71,17,3,0
2016,92,9,1,2
2011,108,2,2,2
2019,82,1,1,1
2015,88,1,1,2
2019,83,1,1,2
2016,91,1,1,2
2016,90,1,1,2
2008,88,2,1,2
2010,90,2,1,1
2001,100,1,6,2
2002,90,1,1,1
2015,97,3,4,2
2011,82,1,2,2
2011,128,1,4,1
2014,9,1,4,3
2007,86,6,1,1
2021,94,2,7,2
2017,87,5,24,1
2005,80,6,1,1
2013,90,4,5,2
2020,93,5,2,1
2020,85,14,5,1
2014,84,3,1,2
2015,92,1,5,1
2014,85,2,2,2
2019,86,1,1,1
2021,90,1,2,1
2019,97,1,1,2
2016,68,5,1,3
2018,90,1,1,2
2020,88,4,2,1
2014,108,1,1,3
2004,82,1,3,1
2019,103,5,4,1
2012,109,1,1,2
2014,112,1,1,2
2014,96,2,1,2
2018,91,1,3,2
2011,90,1,3,1
2008,89,1,6,3
2016,102,1,1,3
2017,75,1,2,0
2004,78,1,1,2
2015,102,8,3,1
2003,81,7,2,2
2019,85,1,1,1
2004,98,7,2,2
2019,93,1,1,1
2015,80,14,1,1
2013,87,1,2,2
2016,83,2,1,1
2016,123,5,3,3
2021,181,2,1,2
2014,90,1,1,1
2007,85,1,2,2
2017,99,2,1,1
2008,91,1,27,2
2016,108,1,1,2
2011,145,2,6,2
2002,91,2,1,1
2022,127,1,1,2
2012,72,4,1,2
2015,87,1,1,2
2022,111,1,1,4
2004,84,2,1,1
2014,100,3,2,2
2007,88,1,1,1
2022,84,7,1,2
2019,88,1,1,1
2016,92,1,6,3
2013,111,9,3,2
2019,86,6,3,1
2021,74,1,1,1
2022,120,1,1,3
2003,96,1,6,2
2019,99,2,1,2
2016,88,2,1,2
2022,83,1,1,2
2014,105,2,3,2
2019,80,8,2,0
2013,88,2,24,2
2003,115,2,3,3
2022,85,6,2,2
2019,101,2,1,2
2004,120,1,2,3
2015,118,1,1,3
2011,102,1,1,3
2014,116,3,1,3
2018,98,3,3,1
2009,86,9,2,1
2004,87,1,1,2
2006,107,6,1,1
2005,83,14,2,2
2008,107,1,1,2
2020,97,1,1,1
2001,93,1,2,2
2009,82,1,1,2
2021,103,1,1,1
2022,85,1,2,1
2013,96,1,1,2
2016,67,1,1,3
2011,89,2,1,1
2009,80,1,1,2
2013,92,1,15,1
2002,84,1,1,1
2016,90,2,1,1
2015,96,1,1,3
2021,82,6,1,1
2007,60,4,1,2
2020,96,2,1,1
2019,105,3,1,1
2017,85,1,1,1
2017,76,1,1,1
2004,75,1,1,1
2014,104,2,10,2
2019,80,1,2,1
2019,102,3,1,1
2015,114,1,2,2
2004,90,8,2,1
2017,88,1,1,2
2007,90,4,1,1
2015,91,1,2,2
2016,81,1,1,0
2019,88,2,1,2
2013,130,7,8,3
2018,59,3,1,1
2018,99,1,1,2
2007,129,7,3,3
2005,89,1,4,2
2022,142,1,1,3
2002,116,1,1,3
2016,153,1,1,3
2017,86,1,2,3
2003,103,2,1,2
2016,92,1,1,2
2000,101,2,1,2
2019,85,5,3,1
2018,96,1,1,3
2007,85,2,1,1
2009,108,1,1,2
2011,118,3,1,3
2020,89,1,2,2
2010,117,1,4,3
2014,82,3,3,1
2019,89,1,1,1
2006,92,3,1,3
2015,100,1,1,1
2008,85,1,2,2
2016,90,4,1,1
2014,88,2,7,2
2017,115,1,6,2
2018,85,1,2,3
2011,87,9,2,1
2016,51,2,1,3
2002,102,4,1,1
2020,81,3,4,3
2016,101,1,1,2
2009,82,2,1,2
2013,82,4,1,0
2010,105,2,1,2
2017,147,1,2,3
2021,94,5,1,4
2020,86,3,1,2
2010,88,5,24,2
2011,82,1,1,1
2013,90,2,1,2
2016,87,1,1,1
2013,86,4,1,2
2017,78,1,1,2
2022,104,1,1,3
2016,100,4,8,2
2022,79,1,1,1
2020,110,1,1,3
2012,102,1,1,1
2012,85,1,1,2
2005,91,1,1,2
2020,98,1,2,2
2018,96,1,2,2
2018,80,1,1,1
2021,73,1,1,1
2006,90,1,2,2
2015,87,2,1,2
2018,90,1,1,1
2008,74,1,1,2
2020,101,1,1,1
2022,88,2,1,3
2003,93,7,8,3
2000,92,7,1,1
2016,85,17,2,1
2014,158,2,1,3
2019,89,1,1,1
2016,103,1,1,0
2018,84,1,1,2
2018,101,5,3,2
2019,95,2,1,1
2018,118,3,1,1
2008,123,2,1,2
2018,107,1,1,1
2019,77,1,1,2
2003,99,7,1,1
2016,83,1,1,1
2013,96,5,24,1
2019,103,1,1,3
2022,95,1,1,2
2001,92,1,7,3
2013,97,1,3,2
2012,130,1,1,2
2011,78,2,2,1
2003,118,2,1,3
2020,92,1,1,1
2010,106,2,1,2
2014,103,1,1,1
2018,113,2,1,2
2017,98,1,1,1
2009,99,1,1,2
2021,89,3,1,1
2008,119,2,1,3
2004,90,2,2,1
2020,90,2,1,2
2015,87,17,3,0
2001,91,1,2,2
2017,100,1,1,2
2016,85,1,2,1
2015,83,3,1,1
2013,90,1,1,1
2017,76,2,1,1
2016,80,8,5,1
2008,103,1,1,2
2020,84,1,1,3
2015,96,8,14,1
2017,85,1,1,2
2021,82,1,1,0
2002,95,1,1,3
2015,127,1,1,2
2022,83,1,2,1
2016,101,1,1,2
2002,96,1,1,3
2004,90,3,2,1
2012,86,3,5,2
2020,78,14,1,1
2000,95,2,3,1
2004,109,1,3,2
2005,88,6,5,1
2003,122,1,1,2
2002,88,1,1,2
2021,90,1,1,2
2005,94,5,24,2
2015,85,1,1,2
2003,105,1,2,3
2018,92,1,1,2
2002,86,2,7,1
2001,89,1,1,1
2021,97,1,1,3
2014,105,1,1,3
2010,88,1,1,2
2001,83,1,1,1
2020,101,1,1,1
2019,90,2,1,1
2015,88,3,1,1
2011,80,1,1,1
2018,86,1,1,2
2017,79,6,1,1
2019,80,1,1,1
2001,95,1,1,1
2021,86,1,9,1
2009,90,1,1,2
2020,98,1,1,2
2001,98,1,1,1
2011,88,3,2,2
2010,86,3,1,1
2004,101,1,1,2
2015,87,1,1,2
2019,93,1,1,2
2014,87,1,6,1
2004,93,1,1,1
2005,90,1,1,2
2021,93,2,1,2
2012,92,9,1,1
2010,104,1,1,2
2014,109,1,1,2
2020,130,1,1,3
2013,88,2,1,1
2002,93,1,1,1
2018,81,2,1,3
2019,120,1,1,2
2018,90,1,2,3
2006,90,3,7,1
2022,94,2,1,3
2015,131,1,1,2
2005,97,1,1,1
2017,139,1,1,4
2020,91,2,2,1
2001,96,2,10,1
2010,150,1,2,3
2016,102,8,5,1
2003,91,1,1,3
2017,90,1,1,3
2001,96,1,1,2
2008,90,1,1,3
2004,90,1,10,2
2001,120,1,2,2
2012,87,1,1,2
2016,118,1,1,2
2014,108,2,1,2
2017,95,2,7,2
2021,104,1,1,1
2019,134,1,1,2
2002,102,1,5,2
2012,90,2,1,2
2021,85,5,2,1
2009,105,1,1,3
2007,105,2,3,2
2009,90,1,6,2
2009,101,1,1,1
2001,98,1,1,2
2012,117,1,4,3
2009,87,2,5,1
2009,90,5,24,2
2010,92,2,1,2
2007,90,7,2,3
2017,82,1,1,2
2015,88,2,1,2
2014,93,2,1,3
2014,76,7,2,2
2006,84,2,1,2
2013,79,1,1,2
2017,93,1,1,1
2015,94,1,1,2
2001,91,4,6,2
2019,85,1,3,1
2016,95,1,1,2
2008,99,4,1,2
2009,90,5,1,2
2017,90,1,14,1
2010,92,16,1,1
2020,88,2,1,1
2012,78,1,2,0
2000,95,4,24,1
2011,90,9,1,0
2015,58,1,1,3
2006,109,1,6,2
2021,71,2,1,1
2021,70,17,1,0
2013,91,1,1,2
2011,90,1,1,2
2021,97,5,14,1
2017,70,4,2,2
2014,89,1,1,2
2016,87,1,2,2
2015,104,1,1,2
2012,86,1,1,2
2016,88,1,1,1
2009,90,1,1,1
2015,90,2,2,2
2013,93,3,27,1
2013,90,1,1,2
2006,81,1,5,2
2014,92,2,7,2
2008,112,1,1,2
2001,94,2,2,1
2018,102,1,1,1
2016,140,4,1,2
2009,86,2,1,1
2009,93,3,3,2
2005,103,5,2,1
2015,92,1,1,1
2010,99,9,1,2
2008,88,5,7,1
2008,91,3,1,2
2002,88,1,1,3
2007,96,3,4,2
2018,85,1,1,2
2013,140,7,2,3
2003,86,1,1,3
2008,110,7,4,3
2021,93,1,1,2
2019,105,1,1,2
2017,93,1,1,1
2011,90,1,1,2
2018,103,1,1,2
2015,89,1,1,3
2016,90,1,3,2
2006,88,6,1,1
2014,87,5,16,2
2009,108,7,1,3
2016,82,2,1,1
2009,195,1,2,3
2009,90,2,5,1
2013,90,1,1,2
2004,99,1,3,1
2015,84,8,5,2
2017,63,1,1,2
2007,113,1,1,3
2000,102,2,1,1
2017,93,2,1,1
2021,90,1,1,3
2013,90,1,1,1
2011,100,4,12,2
2010,113,1,2,1
2016,94,1,1,4
2018,96,2,14,1
2018,102,1,2,2
2009,66,2,1,3
2019,71,17,1,1
2022,100,1,1,4
2018,72,11,3,2
2004,80,2,1,2
2013,80,8,1,1
2013,87,1,1,2
2018,60,2,1,0
2010,92,1,7,1
2012,78,5,5,1
2007,93,14,4,1
2013,92,4,2,1
2021,106,1,1,1
2011,98,1,1,2
2001,93,6,3,1
2017,118,1,1,2
2009,111,1,1,2
2007,100,1,1,3
2022,90,1,1,2
2001,96,2,1,1
2019,112,1,27,0
2016,101,3,1,1
2016,90,1,1,2
2016,89,1,1,2
2001,102,7,8,3
2019,99,3,1,3
2018,105,1,2,2
2019,94,1,2,1
2019,90,1,1,2
2016,90,2,2,1
2008,95,1,1,3
2020,102,1,1,3
2019,86,3,2,1
2016,109,1,4,2
2013,107,2,2,2
2022,90,1,1,3
2015,141,1,5,2
2019,85,1,1,1
2021,90,1,1,1
2013,74,1,1,3
2018,97,1,3,2
2001,90,1,7,2
2020,77,1,1,1
2013,94,1,1,1
2019,99,1,1,2
2008,86,1,1,2
2015,86,1,4,2
2011,112,1,1,3
2005,88,1,5,1
2000,80,2,5,1
2002,120,1,1,2
2009,93,5,7,1
2007,100,1,9,2
2016,96,2,2,1
2000,93,2,6,1
2005,96,1,1,2
2002,94,1,6,2
2010,85,9,2,0
2015,114,1,1,2
2014,90,6,1,1
2013,85,5,24,2
2012,93,1,1,2
2019,94,1,1,2
2010,86,2,1,1
2019,114,1,1,2
2018,62,2,1,2
2011,86,2,1,2
2022,147,1,1,3
2020,86,1,2,1
2018,79,1,1,1
2013,85,1,4,2
2022,1,1,1,2
2021,80,4,1,1
2016,81,5,3,1
2004,129,1,2,3
2018,88,1,2,1
2015,109,4,1,2
2013,80,2,1,2
2013,95,1,1,2
2012,86,1,1,2
2021,70,6,2,1
2009,93,5,24,2
2016,90,1,1,2
2001,96,1,2,1
2009,108,1,1,2
2003,107,1,1,2
2021,95,1,1,3
2003,83,1,1,2
2009,90,3,1,1
2022,101,4,1,3
2017,101,1,27,1
2008,98,1,6,2
2009,95,14,27,2
2006,103,1,1,2
2022,75,1,1,4
2011,87,1,4,1
2020,31,1,1,4
2018,137,1,1,3
2011,89,1,1,1
2019,85,1,1,1
2019,98,1,1,2
2010,139,2,1,2
2014,134,5,2,1
2016,98,1,1,3
2002,99,1,1,3
2010,96,1,8,2
2014,85,3,1,1
2008,95,1,1,2
2009,170,1,3,2
2002,76,2,1,3
2009,107,1,1,1
2020,86,8,2,0
2000,103,4,8,2
2019,97,3,1,2
2018,100,1,1,3
2019,78,2,1,1
2020,90,4,1,1
2007,100,2,10,2
2000,95,2,24,1
2018,74,2,1,1
2022,72,1,1,1
2020,132,1,1,3
2011,70,1,1,3
2014,89,9,6,1
2003,96,1,4,2
2017,121,1,1,3
2005,84,1,1,2
2014,110,1,1,3
2018,94,1,1,2
2016,88,2,27,2
2014,90,1,2,1
2021,83,2,2,1
2004,98,4,1,2
2004,128,5,1,2
2018,122,3,1,1
2019,76,3,9,1
2000,90,1,1,1
2022,84,1,2,4
2011,84,1,2,1
2006,92,2,1,2
2001,90,7,1,1
2007,78,1,1,0
2017,84,2,3,1
2021,92,1,1,2
2020,89,2,4,1
2002,170,1,1,3
2011,88,1,1,1
2008,130,1,1,1
2015,98,1,1,1
2016,83,1,1,1
2020,108,1,1,4
2013,106,5,3,2
2015,86,1,1,3
2018,97,1,2,2
2001,92,5,1,2
2001,100,1,2,3
2011,88,1,1,1
2021,90,5,1,3
2006,90,1,16,1
2000,94,1,4,2
2009,111,2,8,2
2017,90,2,3,1
2012,90,6,3,2
2010,90,5,16,2
2020,95,1,1,2
2008,100,2,1,2
2010,146,1,1,2
2015,96,1,1,2
2018,80,14,3,1
2013,91,2,3,2
2012,94,1,1,2
2010,164,1,2,3
2021,71,17,3,0
2015,83,2,2,1
2017,100,1,1,3
2005,84,2,2,2
2008,99,1,1,1
2000,97,1,1,3
2020,72,9,1,0
2021,87,3,2,1
2021,49,1,1,3
2019,138,3,1,1
2005,110,3,2,2
2016,91,1,1,2
2016,102,1,1,2
2002,91,1,1,1
2010,96,7,2,3
2015,62,1,1,1
2015,93,1,16,2
2008,97,1,1,2
2017,88,1,1,3
2003,98,5,24,2
2011,86,1,1,1
2013,91,2,3,1
2018,94,2,1,1
2007,88,1,1,2
2016,99,1,7,2
2014,110,2,1,1
2017,94,2,1,1
2006,90,1,1,1
2018,93,1,1,1
2009,119,1,5,1
2022,109,2,27,3
2017,90,1,1,3
2016,79,17,3,1
2021,85,1,1,2
2008,95,1,1,2
2019,93,1,1,2
2000,109,1,1,2
2014,89,1,8,1
2013,85,5,6,0
2015,88,1,1,1
2015,80,1,1,1
2006,110,3,6,3
2017,79,9,3,1
2020,73,1,1,2
2017,95,1,1,2
2019,89,9,9,2
2021,94,1,1,1
2011,82,1,1,1
2011,100,1,1,1
2016,90,1,1,2
2014,88,14,2,1
2012,105,1,1,1
2019,113,1,1,3
2000,106,2,3,3
2020,89,1,1,4
2014,84,1,1,1
2018,84,1,1,1
2012,74,11,1,1
2012,88,1,1,1
2002,102,2,2,2
2009,90,3,1,2
2001,100,1,1,1
2012,85,8,1,2
2004,92,1,1,2
2013,103,1,1,2
2018,108,1,1,2
2002,100,2,1,2
2013,83,1,1,2
2009,97,1,1,1
2017,82,1,5,1
2018,145,2,2,2
2018,136,1,2,3
2012,90,1,1,2
2010,133,1,1,2
2017,101,2,1,1
2014,93,4,3,2
2004,90,8,4,1
2011,90,1,5,1
2009,92,1,1,2
2004,87,1,1,2
2011,143,1,1,3
2019,95,1,1,2
2022,90,1,2,3
2012,85,3,2,2
2014,86,1,2,1
2021,88,1,2,2
2005,83,1,1,1
2018,82,1,1,2
2010,84,1,1,1
2021,90,1,1,1
2014,79,1,1,2
2015,81,1,1,2
2009,101,1,1,3
2022,108,1,1,3
2015,100,1,1,2
2011,78,1,3,1
2016,97,1,1,1
2012,91,1,1,2
2014,140,1,1,1
2008,98,1,3,1
2003,90,2,1,2
2010,94,1,1,1
2015,102,1,1,1
2002,85,5,1,1
2021,85,2,1,2
2007,94,1,24,2
2008,110,1,1,2
2020,95,1,1,1
2019,85,1,1,1
2018,80,1,1,1
2017,95,2,6,2
2021,73,2,2,1
2000,97,2,1,1
2018,87,2,2,2
2022,130,1,1,2
2021,95,1,1,2
2014,141,4,3,3
2016,88,7,2,2
2013,88,1,1,2
2009,130,1,1,1
2016,89,9,1,1
2015,92,1,1,2
2016,90,1,1,1
2017,98,1,1,2
2002,90,1,4,2
2007,78,1,1,1
2022,100,1,1,2
2017,71,1,1,3
2015,86,1,1,2
2010,45,3,1,2
2001,97,6,1,1
2004,100,1,1,1
2013,100,5,1,1
2018,111,1,1,2
2017,87,2,1,2
2012,105,1,4,3
2017,134,2,1,3
2002,93,2,14,2
2021,96,1,1,1
2016,90,1,1,2
2010,100,1,1,1
2015,89,1,1,2
2017,82,2,1,1
2014,98,1,1,1
2017,95,1,16,1
2008,98,1,1,1
2016,106,1,1,1
2013,138,3,3,2
2001,89,1,1,2
2017,87,1,1,1
2018,98,1,1,2
2006,93,1,8,1
2021,85,1,1,1
2016,103,1,1,2
2011,172,1,2,3
2011,86,1,1,2
2009,93,6,1,1
2020,114,1,1,2
2019,97,1,1,2
2018,103,1,1,3
2003,104,1,1,2
2009,97,2,1,1
2017,130,8,1,3
2013,99,2,2,1
2005,96,2,1,2
2012,101,1,1,2
2018,97,2,4,2
2021,91,1,1,1
2002,118,5,1,2
2022,151,1,1,3
2017,106,1,1,1
2002,97,1,4,1
2001,90,8,2,1
2007,145,1,1,2
2002,91,2,7,1
2014,114,1,1,3
2000,98,1,4,2
2007,99,1,3,2
2008,90,14,1,2
2008,92,3,1,2
2009,93,1,4,2
2009,90,1,1,2
2019,112,1,1,3
2015,85,1,4,1
2004,96,2,1,3
2021,80,1,6,3
2019,66,3,2,3
2003,117,1,1,3
2021,80,2,1,2
2015,81,1,1,2
2017,88,3,1,2
2007,93,1,1,2
2012,122,5,1,2
2013,94,2,5,1
2003,103,2,5,2
2005,60,1,2,3
2011,91,1,1,1
2015,79,4,1,2
2019,102,1,1,1
2022,105,4,1,1
2008,97,3,1,2
2012,89,1,1,1
2020,112,2,1,3
2006,125,1,2,2
2010,95,2,1,1
2011,123,1,1,3
2022,51,5,1,4
2014,99,1,1,2
2010,78,3,1,1
2004,93,1,24,1
2013,80,5,1,2
2006,85,6,7,1
2004,95,2,1,2
2006,96,5,2,2
2017,96,1,1,2
2013,138,1,1,2
2014,91,3,2,1
2011,84,1,1,2
2008,90,2,1,2
2018,105,1,1,1
2010,99,1,1,2
2000,118,5,3,2
2018,98,1,1,2
2014,124,1,3,3
2021,89,1,1,2
2018,85,1,1,2
2012,85,1,1,1
2016,75,1,1,1
2021,76,2,1,1
2019,91,1,1,1
2016,83,4,1,0
2014,91,1,1,2
2010,90,1,1,1
2019,66,3,1,0
2017,100,1,1,3
2011,109,1,1,2
2022,97,1,1,2
2008,89,10,1,1
2015,197,1,1,2
2017,95,1,2,1
2010,168,1,3,2
2015,85,1,1,1
2001,93,7,1,2
2011,93,1,1,2
2005,103,1,1,2
2014,87,10,2,1
2013,94,1,8,1
2012,119,2,1,1
2002,107,2,1,3
2009,94,1,1,2
2021,78,1,1,1
2014,112,2,3,1
2010,92,3,1,2
2001,82,1,1,2
2011,85,2,1,1
2013,94,1,1,2
2014,115,2,1,1
2001,100,2,7,2
2006,109,6,2,3
2011,91,2,1,1
2017,150,1,1,4
2020,70,17,3,0
2022,114,1,1,1
2020,92,1,1,1
2008,110,1,1,2
2010,87,2,7,1
2018,68,1,1,3
2010,77,2,14,1
2014,90,1,1,1
2013,148,2,2,3
2008,93,9,3,2
2013,121,1,2,3
2008,93,5,5,2
2016,126,1,1,3
2013,100,1,1,2
2018,106,2,1,2
2017,94,2,1,1
2011,101,1,1,1
2015,82,14,16,1
2014,88,1,1,2
2018,73,1,1,3
2016,76,2,1,2
2001,94,1,1,1
2009,88,1,1,1
2009,122,1,1,2
2019,90,1,1,2
2015,107,1,1,3
2022,106,1,1,4
2004,90,3,1,1
2006,89,1,1,2
2010,96,1,5,2
2017,99,1,1,2
2008,95,1,3,1
2013,111,1,1,2
2022,106,2,1,0
2014,83,1,1,2
2018,89,1,1,2
2000,94,2,2,2
2015,96,5,1,1
2009,100,1,1,1
2009,91,1,12,2
2018,109,1,1,2
2019,85,2,2,2
2010,104,1,1,2
2015,96,2,1,2
2009,80,1,1,1
2004,112,2,1,2
2005,88,5,2,1
2001,89,1,1,1
2016,74,1,1,1
2013,82,9,1,1
2022,120,1,1,2
2016,80,1,1,2
2016,90,1,5,2
2002,91,2,5,1
2009,88,11,3,1
2021,45,1,1,1
2017,119,1,1,1
2016,97,4,1,2
2007,90,1,1,3
2018,132,2,1,2
2013,97,1,1,2
2002,74,1,1,2
2013,85,1,1,1
2009,134,1,1,1
2008,87,9,1,1
2011,75,2,1,2
2014,82,5,1,3
2014,91,2,27,1
2000,93,1,1,2
2004,95,1,9,2
2015,126,2,1,2
2010,98,1,1,1
2015,88,1,1,2
2018,113,1,1,3
2016,84,1,2,2
2008,100,1,1,3
2012,102,1,1,3
2012,116,1,1,0
2011,93,1,1,1
2001,105,1,1,2
2014,80,1,1,1
2021,83,2,1,1
2011,87,1,1,2
2012,95,1,2,1
2017,82,1,1,2
2006,110,1,1,2
2019,85,2,2,1
2011,108,1,1,2
2002,180,1,1,3
2019,63,1,1,3
2016,110,1,1,2
2015,100,1,1,0
2001,86,1,1,3
2018,102,1,2,2
2001,113,5,5,2
2013,93,1,7,1
2013,90,1,1,1
2017,101,2,1,3
2012,162,1,1,2
2017,94,1,1,1
2019,93,1,16,2
2015,81,1,1,2
2000,54,1,1,2
2009,90,4,3,1
2013,80,3,1,0
2014,86,2,1,2
2013,90,1,1,1
2012,99,1,12,1
2000,89,6,10,1
2013,91,2,3,1
2011,84,1,1,1
2003,99,1,1,1
2004,95,2,1,2
2010,58,1,1,2
2004,96,2,1,2
2011,114,2,2,2
2017,99,1,1,1
2014,105,1,1,2
2013,53,1,1,2
2013,120,1,1,2
2003,97,4,8,2
2000,100,1,10,1
2014,56,1,1,1
2014,85,1,1,2
2014,52,1,1,3
2019,82,11,2,2
2018,83,1,1,2
2016,103,1,2,2
2018,98,1,1,1
2000,90,1,1,1
2016,100,1,27,1
2021,90,1,1,1
2018,84,1,1,3
2017,84,3,2,1
2022,88,1,1,2
2004,45,1,1,0
2018,67,17,3,0
2015,79,1,1,2
2005,102,3,3,3
2020,97,2,1,2
2017,60,2,1,3
2011,76,2,2,2
2004,90,1,2,1
2015,113,2,1,2
2011,90,1,1,2
2004,103,1,1,2
2003,90,1,2,1
2020,90,1,1,2
2000,81,1,1,1
2002,90,1,1,1
2010,96,1,1,1
2005,82,1,1,1
2007,85,1,1,0
2001,93,4,1,2
2002,85,4,1,2
2010,95,1,4,2
2020,90,1,1,3
2016,99,1,1,3
2015,90,9,1,1
2014,87,2,1,1
2018,105,1,1,1
2012,90,9,1,1
2015,148,2,1,3
2015,82,7,9,1
2003,84,1,1,1
2015,91,1,1,2
2001,94,2,24,2
2003,90,1,9,0
2014,99,1,1,1
2001,86,2,1,1
2010,82,1,1,1
2011,88,1,9,2
2012,108,2,4,3
2021,63,1,1,3
2014,91,1,1,1
2005,85,2,1,1
2007,85,2,1,0
2007,102,1,8,1
2016,136,1,1,1
2019,135,1,1,2
2004,80,1,1,2
2016,90,2,1,1
2016,102,1,1,1
2014,78,2,12,2
2008,100,1,1,2
2016,87,1,1,4
2019,72,1,1,2
2016,90,5,1,1
2016,81,3,2,1
2016,120,1,1,3
2011,150,1,1,2
2017,84,1,1,2
2004,92,4,2,2
2017,98,1,2,2
2019,110,1,1,2
2013,98,1,1,2
2015,85,1,1,4
2013,105,1,1,2
2015,112,1,2,3
2016,89,1,1,1
2003,101,2,2,1
2001,84,1,1,1
2013,90,14,1,1
2013,73,1,1,2
2013,101,2,1,2
2006,93,8,4,1
2006,93,1,6,2
2017,118,2,2,2
2006,105,1,1,2
2003,83,1,1,2
2016,103,1,1,2
2018,90,2,1,1
2011,86,1,3,1
2014,90,1,1,1
2014,45,1,1,2
2013,86,2,1,3
2021,108,1,1,4
2020,95,1,1,1
2021,80,8,2,1
2016,81,5,3,1
2015,130,2,1,1
2020,87,1,1,1
2017,94,3,1,1
2014,96,5,3,2
2010,160,2,2,2
2001,99,1,2,2
2018,88,1,3,1
2022,98,1,1,1
2017,76,2,1,2
2018,80,1,1,1
2005,85,8,6,3
2017,104,1,1,2
2001,94,1,1,1
2009,108,1,2,2
2000,100,8,5,1
2012,102,2,2,1
2003,182,1,1,3
2009,149,1,1,3
2013,64,1,1,3
2019,117,3,1,1
2018,70,2,1,1
2020,89,1,1,2
2017,84,1,1,3
2003,88,2,1,1
2008,117,3,3,2
2011,75,1,1,1
2014,100,2,1,2
2018,84,2,1,1
2013,90,1,1,1
2019,85,1,1,1
2020,84,1,1,2
2017,89,1,1,2
2010,90,1,1,1
2018,120,2,1,3
2001,95,9,3,1
2010,56,1,1,2
2014,90,1,1,3
2017,80,11,2,2
2011,84,1,6,1
2000,96,2,2,2
2006,138,1,2,1
2011,110,2,4,0
2013,76,5,4,1
2016,117,1,1,3
2009,90,1,12,1
2014,90,1,1,2
2005,82,1,1,0
2007,80,1,1,1
2014,82,2,1,1
2001,103,4,1,1
2011,96,1,2,2
2022,79,1,1,2
2016,109,3,4,2
2001,94,1,12,1
2019,70,3,2,3
2020,92,1,1,0
2000,99,1,1,2
2012,85,1,1,1
2003,96,1,1,1
2014,95,2,1,2
2011,82,2,3,2
2017,146,1,1,2
2011,102,1,1,2
2017,97,1,1,2
2018,103,1,1,2
2012,86,1,1,2
2000,90,1,2,2
2011,101,2,1,2
2015,98,1,1,3
2007,83,1,6,2
2018,64,1,1,3
2019,120,7,3,2
2012,112,1,1,2
2004,105,1,1,3
2010,124,1,1,2
2011,109,2,1,1
2020,90,14,9,1
2012,109,1,1,1
2015,114,1,1,3
2018,97,1,1,1
2000,85,1,1,1
2018,84,2,1,2
2004,112,1,2,2
2005,90,9,4,1
2021,96,1,1,2
2010,108,2,1,1
2006,87,1,1,1
2014,132,1,1,2
2010,50,1,1,2
2018,100,3,1,2
2017,92,3,1,1
2022,64,3,3,4
2011,120,1,1,3
2009,60,1,1,2
2020,81,1,1,2
2015,79,2,5,2
2010,105,1,1,2
2020,76,1,1,1
2014,75,1,1,1
2014,105,1,5,2
2019,120,1,1,3
2006,108,1,1,1
2016,135,1,1,2
2020,93,1,1,4
2008,86,1,1,2
2013,90,1,1,3
2022,104,1,1,4
2000,97,1,4,2
2010,86,1,1,1
2014,87,3,3,1
2016,81,10,1,1
2013,92,2,1,1
2016,86,2,1,1
2013,93,1,1,1
2010,109,3,5,2
2008,89,1,1,3
2015,95,1,6,1
2005,91,1,1,1
2007,112,1,1,1
2016,75,1,1,3
2002,83,1,1,2
2019,90,2,1,1
2008,100,2,1,2
2011,133,1,1,1
2016,45,1,1,3
2019,50,1,1,3
2020,89,4,1,1
2008,105,1,1,2
2012,88,1,1,2
2020,80,1,1,2
2014,120,1,2,1
2000,86,1,1,3
2007,74,1,1,1
2014,85,2,1,2
2019,85,1,27,1
2016,121,1,1,3
2022,96,1,1,3
2017,88,1,1,2
2006,87,1,1,2
2015,90,1,1,1
2013,113,1,1,2
2000,94,9,2,1
2013,116,2,2,1
2015,95,3,1,1
2019,100,2,1,2
2015,94,2,1,1
2008,109,2,1,2
2014,110,1,1,2
2018,83,1,1,2
2015,90,1,2,3
2003,85,6,7,1
2020,106,1,1,2
2010,149,1,1,3
2009,107,1,1,1
2017,135,2,1,2
2004,95,1,2,1
2008,95,3,1,2
2009,92,1,1,2
2009,65,2,1,1
2007,126,1,2,3
2016,88,1,1,2
2006,91,2,4,1
2017,90,2,1,2
2018,103,1,1,2
2002,96,1,10,1
2015,107,1,1,2
2017,75,1,1,1
2011,90,9,1,1
2001,94,1,1,2
2022,62,1,1,4
2020,120,1,1,1
2003,92,1,5,1
2012,129,2,1,3
2004,93,1,1,2
2016,96,1,1,3
2006,111,1,2,1
2019,142,1,1,2
2017,93,1,1,2
2009,143,1,2,2
2005,90,2,1,3
2021,145,2,1,2
2000,104,1,1,2
2006,83,1,1,2
2020,90,2,2,2
2021,81,14,1,1
2001,102,3,2,1
2001,70,2,1,2
2001,90,1,1,1
2019,90,1,1,3
2022,85,1,1,2
2001,96,1,1,2
2013,90,1,3,2
2009,90,2,1,2
2019,72,1,1,1
